event_id,event_type,total_attendees,load_factor,venue_capacity,risk_level
EVT00102,Corporate Meetup,272,0.35,779,Low
EVT03088,Marathon,108491,1.08,100455,High
EVT00628,Festival,26299,0.5,52598,Low
EVT04087,Concert,24651,1.62,15217,Very Critical
EVT04818,Birthday Party,352,1.47,240,Critical
EVT02283,Product Launch,2656,0.94,2826,Medium
EVT04851,Cultural Event,3670,1.5,2447,Critical
EVT01496,Wedding,612,0.84,729,Medium
EVT03847,Movie event,40354,1.51,26725,Critical
EVT01188,Concert,26373,0.55,47952,Low
EVT02424,Wedding,573,0.94,610,Medium
EVT00348,Birthday Party,115,0.43,268,Low
EVT00988,Conference,686,0.38,1806,Low
EVT04616,Corporate Meetup,1189,1.5,793,Critical
EVT00233,Corporate Meetup,145,0.72,202,Low
EVT04007,Exhibition,9192,1.74,5283,Very Critical
EVT03071,Product Launch,3201,1.22,2624,High
EVT01854,Birthday Party,434,0.83,523,Medium
EVT02526,Conference,707,1.09,649,High
EVT04587,Concert,71175,1.41,50479,Critical
EVT03980,College Fest,20526,1.52,13504,Critical
EVT02968,Festival,87896,1.28,68669,High
EVT04665,Birthday Party,651,1.68,388,Very Critical
EVT03448,Cultural Event,10372,1.02,10169,High
EVT02133,Exhibition,8592,0.88,9764,Medium
EVT00485,Exhibition,1542,0.34,4538,Low
EVT02633,Sports Match,25690,1.04,24702,High
EVT01000,Corporate Meetup,147,0.34,435,Low
EVT03989,Cultural Event,11000,1.47,7483,Critical
EVT02762,Festival,74474,1.21,61549,High
EVT04849,Product Launch,4236,1.69,2507,Very Critical
EVT01994,Birthday Party,504,0.94,537,Medium
EVT01194,Corporate Meetup,197,0.72,274,Low
EVT03249,Exhibition,7783,1.14,6828,High
EVT02791,Wedding,477,1.2,398,High
EVT02635,Birthday Party,579,1.07,542,High
EVT00101,Concert,34625,0.71,48769,Low
EVT03910,Marathon,134323,1.49,90150,Critical
EVT01814,Sports Match,6816,0.83,8213,Medium
EVT04824,Marathon,70790,1.8,39328,Very Critical
EVT03179,Exhibition,8384,1.28,6550,High
EVT01430,Conference,1713,0.93,1842,Medium
EVT03784,Marathon,124623,1.47,84778,Critical
EVT00772,Concert,10633,0.55,19334,Low
EVT01634,Religious Gathering,38685,0.9,42984,Medium
EVT04767,Birthday Party,687,1.37,502,Critical
EVT03235,Marathon,87150,1.05,83000,High
EVT01703,Product Launch,2018,0.95,2125,Medium
EVT02907,Movie event,56083,1.21,46350,High
EVT02096,Political Rally,110650,0.91,121594,Medium
EVT00959,College Fest,7126,0.5,14252,Low
EVT02013,Product Launch,1887,0.83,2274,Medium
EVT01113,Sports Match,25945,0.72,36035,Low
EVT04819,Movie event,72843,1.54,47301,Critical
EVT01278,Political Rally,12138,0.93,13052,Medium
EVT01992,Birthday Party,360,0.9,401,Medium
EVT02098,Trade Fair,8698,0.86,10114,Medium
EVT04081,Trade Fair,21957,1.55,14166,Critical
EVT03911,Product Launch,2121,1.58,1343,Critical
EVT04058,Political Rally,78035,1.61,48469,Very Critical
EVT03814,College Fest,3119,1.52,2052,Critical
EVT03250,Marathon,78718,1.07,73569,High
EVT01021,College Fest,2918,0.69,4230,Low
EVT03037,Corporate Meetup,897,1.16,774,High
EVT03266,Product Launch,2462,1.21,2035,High
EVT00590,Festival,14766,0.71,20798,Low
EVT04071,Corporate Meetup,496,1.31,379,Critical
EVT04151,Product Launch,3627,1.61,2253,Very Critical
EVT00001,Religious Gathering,11092,0.67,16556,Low
EVT01627,Birthday Party,579,0.83,698,Medium
EVT04777,Conference,2350,1.41,1667,Critical
EVT04054,Cultural Event,15860,1.75,9063,Very Critical
EVT01476,Marathon,98441,0.93,105851,Medium
EVT03761,Corporate Meetup,655,1.46,449,Critical
EVT01935,Marathon,51418,0.9,57132,Medium
EVT03175,Birthday Party,516,1.26,410,High
EVT03606,Concert,47350,1.1,43046,High
EVT02416,Cultural Event,2374,0.89,2668,Medium
EVT02085,Festival,66280,0.98,67633,Medium
EVT02124,Religious Gathering,125255,0.94,133250,Medium
EVT02203,Festival,76474,0.86,88924,Medium
EVT02243,Corporate Meetup,636,0.95,670,Medium
EVT02228,Concert,9197,0.84,10949,Medium
EVT04176,Trade Fair,5183,1.54,3366,Critical
EVT03163,Religious Gathering,128056,1.03,124327,High
EVT01411,Concert,35561,0.93,38238,Medium
EVT03621,Product Launch,587,1.02,576,High
EVT00756,Cultural Event,10424,0.72,14478,Low
EVT01742,Corporate Meetup,396,0.9,441,Medium
EVT01816,Conference,2056,0.95,2165,Medium
EVT01946,Corporate Meetup,596,0.82,727,Medium
EVT03609,Trade Fair,6601,1.01,6536,High
EVT03365,Corporate Meetup,937,1.21,775,High
EVT00525,Sports Match,22500,0.57,39475,Low
EVT00942,Religious Gathering,78459,0.65,120707,Low
EVT03069,Birthday Party,131,1.21,109,High
EVT02229,Birthday Party,609,0.88,693,Medium
EVT02496,Wedding,526,0.85,619,Medium
EVT04438,Wedding,756,1.66,456,Very Critical
EVT02687,Political Rally,26052,1.1,23684,High
EVT02438,Product Launch,538,0.81,665,Medium
EVT03158,Festival,108616,1.22,89030,High
EVT03570,Movie event,39621,1.11,35695,High
EVT02075,Marathon,54926,0.88,62417,Medium
EVT02226,Religious Gathering,58736,0.92,63844,Medium
EVT03579,Concert,43809,1.24,35330,High
EVT03443,Product Launch,1723,1.18,1461,High
EVT01184,Birthday Party,231,0.63,367,Low
EVT02545,Sports Match,8683,1.17,7422,High
EVT01071,College Fest,1944,0.47,4137,Low
EVT02585,Trade Fair,9342,1.24,7534,High
EVT02730,Movie event,51211,1.06,48313,High
EVT00439,Sports Match,15054,0.59,25516,Low
EVT01961,Birthday Party,306,0.9,341,Medium
EVT00070,Festival,16230,0.42,38644,Low
EVT03429,Marathon,101521,1.25,81217,High
EVT04995,Marathon,77248,1.43,54020,Critical
EVT00754,Movie event,10841,0.43,25212,Low
EVT04693,Sports Match,43468,1.66,26186,Very Critical
EVT04840,Sports Match,13430,1.43,9392,Critical
EVT03327,Cultural Event,6634,1.21,5483,High
EVT02166,Cultural Event,6629,0.92,7206,Medium
EVT04445,Sports Match,75560,1.45,52111,Critical
EVT01287,Cultural Event,13214,0.93,14209,Medium
EVT04816,Cultural Event,20650,1.58,13070,Critical
EVT01886,Sports Match,52346,0.96,54528,Medium
EVT03841,Product Launch,1130,1.69,669,Very Critical
EVT01679,Birthday Party,463,0.99,468,Medium
EVT00087,Sports Match,35952,0.73,49250,Low
EVT03651,Religious Gathering,170833,1.28,133464,High
EVT03859,Product Launch,1883,1.72,1095,Very Critical
EVT03247,Exhibition,3918,1.03,3804,High
EVT02949,College Fest,2666,1.3,2051,High
EVT00657,Exhibition,2311,0.61,3789,Low
EVT02304,Birthday Party,128,0.87,148,Medium
EVT02186,Concert,12980,0.86,15094,Medium
EVT04910,Exhibition,23754,1.62,14663,Very Critical
EVT00776,Concert,3413,0.56,6096,Low
EVT02345,Festival,108981,0.9,121091,Medium
EVT02874,Wedding,389,1.19,327,High
EVT03974,Conference,2171,1.44,1508,Critical
EVT00425,Marathon,82387,0.6,137313,Low
EVT01643,Conference,529,0.91,582,Medium
EVT02349,Political Rally,22872,0.94,24332,Medium
EVT01823,College Fest,9862,0.82,12027,Medium
EVT03386,Marathon,56040,1.28,43782,High
EVT04799,Product Launch,561,1.33,422,Critical
EVT02080,Exhibition,9024,0.95,9499,Medium
EVT03485,Festival,111926,1.22,91743,High
EVT02314,Conference,2395,0.9,2662,Medium
EVT04590,College Fest,6746,1.51,4468,Critical
EVT00227,Movie event,26308,0.8,32885,Low
EVT04290,Political Rally,41660,1.6,26038,Critical
EVT02350,Wedding,330,0.92,359,Medium
EVT03115,Festival,19382,1.06,18285,High
EVT03002,Political Rally,102270,1.14,89711,High
EVT00732,Festival,39505,0.42,94060,Low
EVT04650,Wedding,418,1.33,315,Critical
EVT01234,Political Rally,24154,0.63,38341,Low
EVT00846,Cultural Event,5769,0.5,11539,Low
EVT00852,Festival,42994,0.35,122841,Low
EVT00155,College Fest,8949,0.65,13769,Low
EVT01441,Cultural Event,8370,0.85,9848,Medium
EVT04024,Exhibition,14267,1.4,10191,Critical
EVT00607,Festival,40638,0.68,59763,Low
EVT04522,College Fest,22887,1.55,14766,Critical
EVT00909,College Fest,3772,0.7,5390,Low
EVT01594,Concert,36015,0.88,40927,Medium
EVT00230,Religious Gathering,27822,0.46,60484,Low
EVT00142,Corporate Meetup,240,0.36,667,Low
EVT04253,Festival,168324,1.38,121974,Critical
EVT00056,Movie event,25283,0.75,33711,Low
EVT04730,Conference,4179,1.53,2732,Critical
EVT04539,Movie event,56297,1.67,33711,Very Critical
EVT02156,Corporate Meetup,645,0.94,687,Medium
EVT02195,Concert,18487,0.84,22009,Medium
EVT02947,Wedding,543,1.14,477,High
EVT03997,Corporate Meetup,252,1.79,141,Very Critical
EVT03732,Movie event,49309,1.22,40418,High
EVT04654,Cultural Event,11220,1.67,6719,Very Critical
EVT02328,Exhibition,2130,0.86,2477,Medium
EVT00237,Political Rally,56277,0.65,86581,Low
EVT01524,College Fest,4891,0.85,5755,Medium
EVT00285,Cultural Event,1236,0.31,3989,Low
EVT02541,Exhibition,15224,1.13,13473,High
EVT04525,Wedding,278,1.62,172,Very Critical
EVT03082,Sports Match,58554,1.09,53720,High
EVT01887,Exhibition,3381,0.96,3522,Medium
EVT00532,Conference,1740,0.79,2203,Low
EVT00212,Birthday Party,313,0.73,430,Low
EVT00934,Birthday Party,122,0.63,195,Low
EVT00100,Corporate Meetup,573,0.79,726,Low
EVT00562,Movie event,14299,0.46,31085,Low
EVT04635,College Fest,14511,1.45,10008,Critical
EVT00454,Sports Match,12955,0.78,16609,Low
EVT01681,Political Rally,77809,0.92,84575,Medium
EVT00272,Cultural Event,3850,0.5,7700,Low
EVT03288,Product Launch,2266,1.29,1757,High
EVT02445,Trade Fair,7522,0.9,8358,Medium
EVT01635,Festival,97005,0.96,101047,Medium
EVT00887,Conference,977,0.38,2572,Low
EVT04782,Wedding,288,1.61,179,Very Critical
EVT04091,Cultural Event,8709,1.49,5845,Critical
EVT02777,Exhibition,8967,1.28,7006,High
EVT03187,Birthday Party,302,1.08,280,High
EVT02870,Political Rally,181713,1.24,146543,High
EVT00940,Wedding,403,0.64,631,Low
EVT03580,Trade Fair,2976,1.03,2890,High
EVT00508,Sports Match,12123,0.41,29570,Low
EVT03308,Movie event,29284,1.04,28158,High
EVT02537,Exhibition,11755,1.03,11413,High
EVT03190,Birthday Party,881,1.19,741,High
EVT03310,Cultural Event,7618,1.23,6194,High
EVT02205,Movie event,49523,0.84,58956,Medium
EVT01074,Exhibition,5287,0.36,14687,Low
EVT04336,Trade Fair,5233,1.37,3820,Critical
EVT02174,Marathon,99605,0.84,118578,Medium
EVT01859,Trade Fair,8334,0.81,10290,Medium
EVT01319,Conference,2150,0.91,2363,Medium
EVT04449,Trade Fair,11109,1.57,7076,Critical
EVT00809,Product Launch,449,0.69,651,Low
EVT02611,Political Rally,98700,1.12,88125,High
EVT03023,Marathon,104092,1.18,88214,High
EVT02958,Sports Match,30936,1.25,24749,High
EVT01490,Political Rally,109640,0.99,110748,Medium
EVT04571,Trade Fair,14480,1.66,8723,Very Critical
EVT01372,Political Rally,54392,0.96,56659,Medium
EVT03902,Conference,1409,1.54,915,Critical
EVT03396,Exhibition,11225,1.19,9433,High
EVT02042,Exhibition,7049,0.97,7268,Medium
EVT02755,Cultural Event,7841,1.09,7194,High
EVT02104,Concert,31327,0.9,34808,Medium
EVT01815,Conference,902,0.94,960,Medium
EVT04482,Conference,1097,1.55,708,Critical
EVT01864,Exhibition,5092,0.95,5361,Medium
EVT00295,Marathon,76303,0.77,99096,Low
EVT02323,Wedding,442,0.86,515,Medium
EVT00568,Exhibition,1702,0.53,3213,Low
EVT00484,Cultural Event,2109,0.41,5145,Low
EVT01608,Sports Match,12048,0.81,14875,Medium
EVT03733,Wedding,476,1.04,458,High
EVT01326,Conference,1384,0.94,1473,Medium
EVT02862,Concert,20648,1.02,20244,High
EVT00445,Wedding,322,0.59,546,Low
EVT04095,Conference,1607,1.69,951,Very Critical
EVT04390,Trade Fair,15181,1.59,9548,Critical
EVT00823,Corporate Meetup,205,0.55,374,Low
EVT00679,College Fest,2973,0.61,4875,Low
EVT03296,College Fest,15798,1.2,13165,High
EVT02971,Marathon,76157,1.07,71175,High
EVT00918,Exhibition,7105,0.62,11460,Low
EVT02650,Wedding,147,1.23,120,High
EVT02861,Wedding,725,1.18,615,High
EVT04909,Sports Match,89544,1.75,51168,Very Critical
EVT00027,Festival,49519,0.43,115162,Low
EVT04135,Cultural Event,20490,1.43,14329,Critical
EVT00545,Sports Match,26851,0.51,52650,Low
EVT00223,Cultural Event,6539,0.7,9342,Low
EVT02495,College Fest,8525,0.88,9688,Medium
EVT00262,Corporate Meetup,197,0.36,549,Low
EVT01020,Birthday Party,115,0.34,339,Low
EVT04199,Conference,2906,1.78,1633,Very Critical
EVT02517,Conference,2995,1.04,2880,High
EVT02129,Sports Match,10220,0.84,12167,Medium
EVT02854,Cultural Event,4474,1.22,3668,High
EVT00048,Concert,9371,0.76,12331,Low
EVT02554,Religious Gathering,27689,1.23,22512,High
EVT00723,Religious Gathering,12911,0.7,18445,Low
EVT03727,Political Rally,73832,1.04,70993,High
EVT02656,Product Launch,950,1.26,754,High
EVT00174,Concert,32552,0.59,55174,Low
EVT01763,Birthday Party,244,0.96,255,Medium
EVT02224,Birthday Party,118,0.82,144,Medium
EVT03608,Movie event,16248,1.15,14129,High
EVT00279,Concert,35113,0.73,48100,Low
EVT01656,Religious Gathering,16872,0.92,18340,Medium
EVT00298,Cultural Event,2305,0.52,4434,Low
EVT02354,Product Launch,1171,0.87,1346,Medium
EVT04989,Birthday Party,776,1.38,563,Critical
EVT01956,Birthday Party,300,0.84,358,Medium
EVT03246,Concert,33637,1.17,28750,High
EVT03379,Marathon,74055,1.01,73322,High
EVT02419,College Fest,5589,0.84,6654,Medium
EVT02913,Product Launch,2332,1.21,1928,High
EVT04201,Marathon,114476,1.42,80617,Critical
EVT00591,Concert,3303,0.32,10323,Low
EVT01783,Political Rally,101514,0.91,111554,Medium
EVT02003,College Fest,11214,0.93,12059,Medium
EVT03373,Product Launch,821,1.07,768,High
EVT04596,Political Rally,167640,1.73,96902,Very Critical
EVT00184,Exhibition,3729,0.39,9564,Low
EVT01606,Corporate Meetup,311,0.83,375,Medium
EVT04905,Wedding,354,1.54,230,Critical
EVT01682,Exhibition,5625,0.81,6945,Medium
EVT00981,Cultural Event,4300,0.56,7680,Low
EVT00345,Sports Match,11196,0.46,24340,Low
EVT02409,Birthday Party,547,0.87,629,Medium
EVT00059,Wedding,287,0.41,702,Low
EVT04080,Movie event,90133,1.53,58911,Critical
EVT03679,Product Launch,2712,1.2,2260,High
EVT02372,Marathon,89345,0.84,106364,Medium
EVT03454,Product Launch,572,1.27,451,High
EVT04178,Corporate Meetup,893,1.31,682,Critical
EVT03962,Sports Match,74525,1.77,42105,Very Critical
EVT02668,Political Rally,70240,1.02,68863,High
EVT00869,Conference,659,0.62,1063,Low
EVT01610,Cultural Event,7275,0.9,8084,Medium
EVT00506,Concert,10622,0.33,32190,Low
EVT04845,Cultural Event,19975,1.61,12407,Very Critical
EVT04513,College Fest,18212,1.37,13294,Critical
EVT00002,Wedding,121,0.37,328,Low
EVT00685,Festival,52600,0.59,89153,Low
EVT04171,Sports Match,21487,1.57,13686,Critical
EVT03282,Corporate Meetup,341,1.17,292,High
EVT04293,Conference,2803,1.39,2017,Critical
EVT03407,Concert,33078,1.03,32115,High
EVT00018,Corporate Meetup,132,0.73,181,Low
EVT04126,Concert,52293,1.55,33738,Critical
EVT03973,College Fest,11256,1.74,6469,Very Critical
EVT04056,Wedding,1011,1.59,636,Critical
EVT00252,Sports Match,6422,0.42,15292,Low
EVT01931,Concert,13714,0.95,14436,Medium
EVT04746,Cultural Event,13527,1.58,8562,Critical
EVT00737,Product Launch,1126,0.46,2448,Low
EVT02995,Corporate Meetup,984,1.27,775,High
EVT04699,Corporate Meetup,749,1.67,449,Very Critical
EVT04433,Wedding,670,1.57,427,Critical
EVT03928,College Fest,8356,1.77,4721,Very Critical
EVT02119,College Fest,13622,0.95,14339,Medium
EVT03126,Corporate Meetup,614,1.03,597,High
EVT01231,Religious Gathering,70025,0.66,106099,Low
EVT02603,Cultural Event,2642,1.11,2381,High
EVT00894,Sports Match,13456,0.32,42053,Low
EVT04220,Product Launch,737,1.36,542,Critical
EVT01838,Festival,9633,0.83,11607,Medium
EVT04382,Birthday Party,370,1.8,206,Very Critical
EVT03347,Festival,14403,1.05,13718,High
EVT00134,Festival,74638,0.6,124398,Low
EVT02898,Marathon,146356,1.29,113455,High
EVT03328,Cultural Event,4221,1.09,3873,High
EVT03007,Movie event,66245,1.26,52576,High
EVT03371,Political Rally,108354,1.26,85996,High
EVT01668,College Fest,9877,0.93,10621,Medium
EVT03818,Wedding,1114,1.48,753,Critical
EVT04362,Exhibition,18738,1.44,13013,Critical
EVT03335,Birthday Party,426,1.19,358,High
EVT01973,Marathon,11273,0.86,13109,Medium
EVT03024,Religious Gathering,98113,1.03,95256,High
EVT01223,Conference,402,0.71,567,Low
EVT03040,Movie event,52329,1.17,44726,High
EVT04615,Sports Match,22928,1.38,16615,Critical
EVT00449,Religious Gathering,82001,0.55,149094,Low
EVT04805,College Fest,9647,1.65,5847,Very Critical
EVT04733,Trade Fair,9264,1.39,6665,Critical
EVT04285,Product Launch,2943,1.32,2230,Critical
EVT04096,Product Launch,3855,1.51,2553,Critical
EVT02863,Religious Gathering,98238,1.08,90962,High
EVT02225,Concert,45193,0.83,54450,Medium
EVT04174,Political Rally,159096,1.7,93586,Very Critical
EVT02626,Trade Fair,2710,1.01,2684,High
EVT04411,College Fest,16836,1.46,11532,Critical
EVT04367,Trade Fair,6052,1.34,4517,Critical
EVT03708,Birthday Party,343,1.29,266,High
EVT02165,Sports Match,33915,0.88,38540,Medium
EVT01625,College Fest,3272,0.85,3850,Medium
EVT00864,Religious Gathering,11462,0.72,15920,Low
EVT04046,Movie event,32734,1.52,21536,Critical
EVT01612,Exhibition,2509,0.86,2918,Medium
EVT04181,Trade Fair,2871,1.43,2008,Critical
EVT03223,Corporate Meetup,478,1.03,465,High
EVT02765,Exhibition,17478,1.22,14327,High
EVT01082,Corporate Meetup,89,0.39,230,Low
EVT00267,Concert,35276,0.64,55119,Low
EVT03783,Cultural Event,10092,1.33,7588,Critical
EVT00874,Sports Match,14992,0.35,42837,Low
EVT03017,Product Launch,1698,1.19,1427,High
EVT02194,Religious Gathering,98127,0.91,107832,Medium
EVT00177,Marathon,36618,0.54,67812,Low
EVT04378,Festival,196811,1.64,120007,Very Critical
EVT04549,Trade Fair,4200,1.74,2414,Very Critical
EVT04406,Festival,227344,1.62,140336,Very Critical
EVT04804,Birthday Party,203,1.64,124,Very Critical
EVT02389,Concert,24018,1,24018,Medium
EVT03938,Festival,61017,1.76,34669,Very Critical
EVT00310,Trade Fair,1485,0.66,2251,Low
EVT02796,Cultural Event,14600,1.03,14175,High
EVT01042,Trade Fair,1075,0.38,2829,Low
EVT00234,Corporate Meetup,159,0.48,332,Low
EVT04913,Festival,154041,1.72,89559,Very Critical
EVT00682,Conference,472,0.54,875,Low
EVT03524,Corporate Meetup,386,1.16,333,High
EVT01713,Marathon,89093,0.94,94780,Medium
EVT02681,Trade Fair,15098,1.04,14518,High
EVT01605,Concert,17013,0.99,17185,Medium
EVT00390,Concert,7188,0.8,8986,Low
EVT02858,Festival,140478,1.03,136387,High
EVT03394,Exhibition,2921,1.19,2455,High
EVT04887,Wedding,423,1.38,307,Critical
EVT03496,Movie event,23300,1.04,22404,High
EVT02877,Cultural Event,4058,1.29,3146,High
EVT02070,Concert,33477,0.91,36788,Medium
EVT04173,Cultural Event,13064,1.36,9606,Critical
EVT04005,Exhibition,11735,1.53,7670,Critical
EVT01272,Sports Match,20594,0.93,22145,Medium
EVT03826,Festival,58847,1.48,39762,Critical
EVT04006,Conference,2863,1.31,2186,Critical
EVT00288,Wedding,114,0.53,216,Low
EVT04339,Sports Match,53307,1.4,38077,Critical
EVT04426,Concert,69939,1.55,45122,Critical
EVT03812,Conference,3384,1.45,2334,Critical
EVT00067,Marathon,52466,0.51,102876,Low
EVT03631,Trade Fair,8596,1.05,8187,High
EVT04161,Concert,92718,1.72,53906,Very Critical
EVT00838,College Fest,9362,0.8,11703,Low
EVT01844,Trade Fair,10581,0.98,10797,Medium
EVT00332,Birthday Party,408,0.72,567,Low
EVT02851,Birthday Party,910,1.19,765,High
EVT04546,Product Launch,1640,1.77,927,Very Critical
EVT02812,Conference,1804,1.27,1421,High
EVT00111,Marathon,4512,0.36,12534,Low
EVT00110,Conference,1223,0.58,2109,Low
EVT02380,Religious Gathering,13015,0.95,13700,Medium
EVT01026,Birthday Party,77,0.35,222,Low
EVT01857,Conference,667,0.88,759,Medium
EVT02041,Product Launch,1351,0.83,1628,Medium
EVT04102,Trade Fair,8044,1.76,4571,Very Critical
EVT04148,Concert,30193,1.6,18871,Critical
EVT04963,Wedding,349,1.73,202,Very Critical
EVT00734,Marathon,39060,0.44,88774,Low
EVT02809,Marathon,145617,1.12,130016,High
EVT01414,Cultural Event,12204,0.96,12713,Medium
EVT00533,Cultural Event,4816,0.39,12350,Low
EVT02010,Product Launch,2148,0.81,2653,Medium
EVT03572,Trade Fair,3115,1.27,2453,High
EVT00912,Corporate Meetup,233,0.59,396,Low
EVT02398,Political Rally,9808,0.86,11405,Medium
EVT00787,Political Rally,17255,0.5,34510,Low
EVT02836,Trade Fair,3372,1.18,2858,High
EVT02864,Marathon,87874,1.19,73844,High
EVT01405,Cultural Event,8528,0.89,9583,Medium
EVT00978,Political Rally,57379,0.63,91078,Low
EVT00274,Festival,76641,0.65,117910,Low
EVT02028,Political Rally,96529,0.83,116301,Medium
EVT01982,Conference,1440,0.91,1583,Medium
EVT03952,Festival,95126,1.75,54358,Very Critical
EVT03612,Product Launch,2473,1.03,2401,High
EVT03065,Corporate Meetup,723,1.09,664,High
EVT04636,Sports Match,60688,1.76,34482,Very Critical
EVT01293,Festival,127327,0.95,134029,Medium
EVT03896,Exhibition,10603,1.57,6754,Critical
EVT04813,Movie event,44342,1.4,31673,Critical
EVT03359,Religious Gathering,169012,1.2,140844,High
EVT01791,Exhibition,7511,0.89,8440,Medium
EVT01872,Birthday Party,561,0.87,645,Medium
EVT03134,Exhibition,5988,1.04,5758,High
EVT04753,Wedding,601,1.78,338,Very Critical
EVT03387,Product Launch,1142,1.13,1011,High
EVT02406,Cultural Event,6272,0.95,6603,Medium
EVT03317,Political Rally,30447,1.22,24957,High
EVT04082,Conference,2731,1.44,1897,Critical
EVT02800,Corporate Meetup,750,1.07,701,High
EVT04464,Cultural Event,4880,1.4,3486,Critical
EVT00814,Corporate Meetup,266,0.48,555,Low
EVT00793,Cultural Event,2061,0.32,6441,Low
EVT01147,Cultural Event,4800,0.75,6400,Low
EVT01181,Corporate Meetup,259,0.64,405,Low
EVT02222,College Fest,3088,0.82,3766,Medium
EVT00808,Marathon,37561,0.64,58690,Low
EVT02641,Cultural Event,2628,1.27,2070,High
EVT01599,Birthday Party,363,0.93,391,Medium
EVT03305,Sports Match,39203,1.04,37696,High
EVT03646,Corporate Meetup,399,1.12,357,High
EVT02240,Wedding,429,0.83,517,Medium
EVT01418,Concert,41648,0.86,48429,Medium
EVT00975,Sports Match,16462,0.65,25327,Low
EVT00644,Festival,29360,0.53,55398,Low
EVT03979,Product Launch,1471,1.57,937,Critical
EVT00297,Corporate Meetup,413,0.59,701,Low
EVT04625,Corporate Meetup,564,1.53,369,Critical
EVT02849,Festival,14716,1.12,13140,High
EVT00468,Festival,17658,0.55,32106,Low
EVT04688,Product Launch,1384,1.46,948,Critical
EVT02519,Corporate Meetup,678,1.23,552,High
EVT01239,Concert,12613,0.51,24733,Low
EVT04227,Birthday Party,1051,1.57,670,Critical
EVT01603,Birthday Party,663,0.9,737,Medium
EVT01325,Political Rally,53666,0.86,62403,Medium
EVT04637,Sports Match,94770,1.64,57787,Very Critical
EVT02906,Wedding,400,1.15,348,High
EVT02533,Concert,64517,1.24,52030,High
EVT00898,Cultural Event,6163,0.56,11006,Low
EVT03569,Trade Fair,14709,1.1,13372,High
EVT03662,Cultural Event,8644,1.24,6971,High
EVT02918,Marathon,34628,1.04,33297,High
EVT00146,Corporate Meetup,161,0.41,393,Low
EVT00160,Religious Gathering,47973,0.37,129658,Low
EVT00943,Cultural Event,1295,0.41,3160,Low
EVT04223,Exhibition,19284,1.35,14285,Critical
EVT04634,Exhibition,12735,1.66,7672,Very Critical
EVT04059,Religious Gathering,171780,1.56,110116,Critical
EVT00004,Political Rally,6233,0.35,17811,Low
EVT04726,College Fest,6365,1.46,4360,Critical
EVT02607,Corporate Meetup,261,1.06,247,High
EVT00477,Exhibition,3556,0.46,7731,Low
EVT04159,Religious Gathering,91207,1.48,61627,Critical
EVT03439,Exhibition,16248,1.1,14771,High
EVT00659,Wedding,316,0.42,753,Low
EVT01158,Product Launch,589,0.69,855,Low
EVT04631,Cultural Event,12339,1.5,8226,Critical
EVT00698,Religious Gathering,18594,0.71,26189,Low
EVT02301,Festival,49922,0.93,53680,Medium
EVT03967,Trade Fair,5795,1.74,3331,Very Critical
EVT04001,Conference,2663,1.74,1531,Very Critical
EVT03470,Corporate Meetup,191,1.09,176,High
EVT03725,Cultural Event,4410,1.08,4084,High
EVT03566,Corporate Meetup,870,1.28,680,High
EVT03320,Product Launch,639,1.07,598,High
EVT02695,College Fest,11960,1.05,11391,High
EVT03062,Religious Gathering,44917,1.06,42375,High
EVT00396,Corporate Meetup,310,0.55,564,Low
EVT01232,Political Rally,80181,0.74,108354,Low
EVT02648,Conference,350,1.05,334,High
EVT01244,Religious Gathering,56191,0.4,140479,Low
EVT02112,Movie event,6954,0.83,8379,Medium
EVT01046,Trade Fair,1419,0.32,4435,Low
EVT02351,Corporate Meetup,746,0.99,754,Medium
EVT04076,Sports Match,65347,1.45,45067,Critical
EVT03385,Product Launch,633,1.24,511,High
EVT04353,Corporate Meetup,550,1.76,313,Very Critical
EVT00584,Corporate Meetup,101,0.38,268,Low
EVT01221,Movie event,9163,0.36,25453,Low
EVT04784,Concert,40660,1.77,22972,Very Critical
EVT03619,Birthday Party,280,1.21,232,High
EVT00407,Marathon,75992,0.74,102693,Low
EVT04570,Marathon,122274,1.38,88605,Critical
EVT02490,Concert,30043,0.92,32656,Medium
EVT00873,College Fest,4460,0.68,6560,Low
EVT03111,Trade Fair,4883,1.05,4651,High
EVT03239,Marathon,102285,1.05,97415,High
EVT04896,Product Launch,4155,1.62,2565,Very Critical
EVT04700,Exhibition,12805,1.59,8054,Critical
EVT00965,Marathon,60300,0.57,105790,Low
EVT04526,Religious Gathering,90405,1.75,51660,Very Critical
EVT00182,Product Launch,1579,0.58,2724,Low
EVT04992,Conference,3258,1.34,2432,Critical
EVT04365,Cultural Event,9460,1.63,5804,Very Critical
EVT03743,Exhibition,11919,1.02,11686,High
EVT04328,Trade Fair,6602,1.68,3930,Very Critical
EVT01897,Religious Gathering,87790,0.92,95424,Medium
EVT01721,Movie event,14461,0.95,15223,Medium
EVT03008,Religious Gathering,54536,1.12,48693,High
EVT01644,Trade Fair,6638,0.97,6844,Medium
EVT02370,Exhibition,5266,0.84,6270,Medium
EVT03823,Religious Gathering,129665,1.52,85306,Critical
EVT04857,Cultural Event,3766,1.47,2562,Critical
EVT01501,Concert,50097,0.94,53295,Medium
EVT01907,Trade Fair,6743,0.92,7330,Medium
EVT01204,Religious Gathering,61629,0.56,110052,Low
EVT03811,Birthday Party,801,1.38,581,Critical
EVT01397,Sports Match,15382,0.87,17681,Medium
